Geneid,AK079M,AK083M,AK095M,AK096M
ENSG00000090447,602,1076.5,1446,1369
ENSG00000126603,1048,1663,2334.17,2103
ENSG00000217930,189.5,339.71,478.67,384.94
ENSG00000103426,257,758.71,1240.17,576.94
ENSG00000262246,145.5,489.08,869.67,321.11
ENSG00000168140,277,171,325,269
ENSG00000103423,553,1742,2105.67,1134.5
ENSG00000153406,171.5,741,944,405
ENSG00000103415,391,1024,1471,933
ENSG00000089486,6,49,108,20
ENSG00000205832,0,0,0,2
ENSG00000153443,990,1011,1292,1611
ENSG00000102858,510,2079,3186.67,1264.5
ENSG00000168101,75,298,463,197
ENSG00000168096,322,673,913,630
ENSG00000166246,56,32,33,51
ENSG00000103199,246,310,465.5,607.5
ENSG00000140623,2,0,0,0
ENSG00000267795,0,0,0,0
ENSG00000067836,74,349.33,470,157
ENSG00000140632,374.5,1293.5,1710,683
ENSG00000118900,966,1809,2259.5,1552
ENSG00000118898,119,461,484,222
ENSG00000103184,0,2,1,2
ENSG00000103174,92,441,727,345
ENSG00000033011,243.57,843.2,1425.54,373.23
ENSG00000153446,0,0,0,1
ENSG00000118894,239.83,419.85,556.05,416.6
ENSG00000078328,0,0,0,0
ENSG00000232258,0,0,0,0
ENSG00000067365,271,443,640,467
ENSG00000183044,0,6,8.5,2
ENSG00000140650,395.33,1150,1337,779
ENSG00000184857,238,234,328,543
ENSG00000153048,63,752,874,252
ENSG00000187555,1425,5598.83,6078,2230
ENSG00000182831,1069,1376.5,1821,1632
ENSG00000183454,0,0,0,0
ENSG00000166669,13,67,91,18
ENSG00000213853,39,440,442,74
ENSG00000153060,0,0,4,0
ENSG00000103274,108,646,689,264
ENSG00000166676,0,0,0,0
ENSG00000179583,0,0,0,0
ENSG00000182108,186,357.67,533.5,505.83
ENSG00000038532,110,597,787,166
ENSG00000175643,76,202,265,205
ENSG00000185338,162,11,16,94
ENSG00000178279,0,0,0,2
ENSG00000178257,1,0,0,0
ENSG00000122304,0,0,0,0
ENSG00000175646,0,0,0,0
ENSG00000188897,10,2,18,9
ENSG00000189067,181,1707.67,2354.67,429
ENSG00000184602,18,25,60,54
ENSG00000153066,475,1228,1474,904
ENSG00000122299,402,1211,1234,657
ENSG00000171490,1514,4691,4813.5,2584.17
ENSG00000103342,1381,5186.83,6121,2340
ENSG00000234719,33.36,27.82,36.94,65.04
ENSG00000048462,0,0,0,0
ENSG00000048471,49,182.67,230.17,69.17
ENSG00000103381,53,514,950.5,180
ENSG00000237515,0,0,0,0
ENSG00000175595,285,541,688,330
ENSG00000186260,179,711.5,1006,332.5
ENSG00000140694,231,1076,1152,355
ENSG00000103429,607,1454,1636.5,1225.5
ENSG00000069764,0,1,0.5,0.5
ENSG00000224712,76.92,178.62,184.73,149.58
ENSG00000254852,36.47,66.1,77.65,69.01
ENSG00000183426,119.49,251.45,286.69,221.37
ENSG00000103512,456.07,3661.23,4277.14,772.05
ENSG00000179889,489.71,2337.85,2919.14,1116.3
ENSG00000157045,48,422,502,119
ENSG00000085721,635.67,1173.67,1346.33,866.42
ENSG00000183793,64.25,112.05,130.44,106.43
ENSG00000156968,17.17,35,66,30.75
ENSG00000261130,15,36.5,63.5,31.75
ENSG00000166780,99.5,550.5,870,257
ENSG00000166783,398,1229,1643,562
ENSG00000072864,119,871,1128,322
ENSG00000133392,2,5.5,5.5,2.5
ENSG00000133393,253,1062,985,466
ENSG00000103222,1699.5,11856,16462,5027.67
ENSG00000091262,4,8.67,46.5,14.67
ENSG00000103226,355.44,2662.86,3291.83,630.41
ENSG00000183889,145.41,258.25,318.67,262.33
ENSG00000214967,112.4,183.9,233.92,210.18
ENSG00000103489,2,13,56,4
ENSG00000214940,104.16,175.08,224.1,206
ENSG00000233024,143.12,253.49,306.41,257.02
ENSG00000185164,526.52,3947.26,4981.96,996.65
ENSG00000134419,859.31,3856.67,4943,1661.57
ENSG00000260342,623.69,3499.56,4449.92,1216.79
ENSG00000170540,369.28,2440.57,3200.26,755.97
ENSG00000157106,2767.39,3518.13,4513.19,3955.93
ENSG00000170537,142,397,647,366
ENSG00000167186,108,267,369,181
ENSG00000205730,2099,1421.5,2477.5,4456
ENSG00000261427,176,124,199.5,310
ENSG00000103528,69,266,398.5,143
ENSG00000261210,0,0,0,0
ENSG00000103534,234,451,523,274
ENSG00000006007,269,1332,1891,511
ENSG00000103540,382.5,985.5,1272.5,498.5
ENSG00000103544,201,1654,2222.5,340
ENSG00000103550,539,760,798,762.33
ENSG00000174628,63,124,152,68
ENSG00000167191,321,568,669,589
ENSG00000180269,0,0,0,0
ENSG00000169347,0,0,0,0
ENSG00000169344,0,0,0,0
ENSG00000169340,0,0,0,0
ENSG00000183549,0,0,0,0
ENSG00000183747,0,0,0,0
ENSG00000066813,0,0,0,0
ENSG00000005187,16,177,166,6
ENSG00000166743,0,0,0,0
ENSG00000066654,274.5,570,782,475
ENSG00000196678,173,429,476,270
ENSG00000005189,54,168,185,109
ENSG00000188215,213.5,231,280,382
ENSG00000102897,27,114.5,142.5,58
ENSG00000158486,13,10,8,8
ENSG00000011638,34,98,136,74
ENSG00000103310,0,0,0,0
ENSG00000175311,0,6,13,4
ENSG00000103316,2,46,46,7
ENSG00000169246,339.32,268.57,299.78,557.93
ENSG00000197006,155,1031,1365.83,364
ENSG00000140749,0,0,0,0
ENSG00000155719,2,1,3,1.5
ENSG00000185864,409.5,304.38,358.76,642.79
ENSG00000140740,319,2758.5,2916,447
ENSG00000155714,0,0,2,0
ENSG00000185716,63,107,150,87
ENSG00000175267,1,0,0,0
ENSG00000183921,0,0,2,0
ENSG00000103319,220,1150,1432.5,621
ENSG00000058600,489,1527.5,2061.5,1141
ENSG00000140743,900,1161.5,1312.5,1928
ENSG00000243716,431.5,335.57,349,612.83
ENSG00000122254,0,0,0,0
ENSG00000103404,818,1147,1583,1558
ENSG00000166828,0,0,0,0
ENSG00000168447,0,6,7,0
ENSG00000168434,189,883,1162,377
ENSG00000103365,200,1235.5,1366,478
ENSG00000103356,403,1321,1706,760
ENSG00000103353,313,819,1117,512
ENSG00000004779,283,1276.67,1603,643
ENSG00000083093,461.5,797,900,916
ENSG00000166847,113,343,406.5,215
ENSG00000166851,1201,7176,8419,3406
ENSG00000134398,0,0,0,0
ENSG00000166869,0,0,0,0
ENSG00000166501,0,6,2,3.33
ENSG00000006116,0,0,0,0
ENSG00000122257,1626,2269,2424,1821
ENSG00000090905,1004,2637,2928,1729
ENSG00000158865,5,27,45,5
ENSG00000140750,708,2856,3606,1513.5
ENSG00000205629,133,796,964.5,291.5
ENSG00000103375,0,0,0,0
ENSG00000155592,243,281,303,461
ENSG00000182601,0,0,0,0
ENSG00000155666,22,52,79,67
ENSG00000169189,95,878,1334.5,301.5
ENSG00000077238,573,898,1808,1030
ENSG00000103522,0,2,0,0
ENSG00000077235,1111,6536.5,8475.5,2244
ENSG00000047578,118,975,1407,249
ENSG00000169181,0,0,0,0
ENSG00000169180,1428.5,3538,4425.75,2775.5
ENSG00000188322,0,16,20,8
ENSG00000198156,29.18,56.7,64.05,34
ENSG00000205609,1805,7912.05,9996.83,2781.5
ENSG00000233232,15.74,29.98,44.16,19.86
ENSG00000261832,42,261,379,94.5
ENSG00000188603,70,397,549,142.5
ENSG00000184730,4,0,0,0
ENSG00000197272,0,0,0,0
ENSG00000176046,22,74,71,55
ENSG00000176476,212,434,560.67,435.33
ENSG00000197165,12.47,30.56,31.53,14.53
ENSG00000196502,44.67,134.4,145.57,79.17
ENSG00000255524,18.5,36.96,52.26,26.24
ENSG00000184110,1871,8202.1,10444.17,2841.58
ENSG00000196993,22.23,41.15,59.65,33.61
ENSG00000168488,3318,7067.5,8222.5,4863
ENSG00000178952,1383,8008.33,11016.33,3012.5
ENSG00000178188,962,1548,2224,2125
ENSG00000196296,78,101,151,75
ENSG00000177548,106,395,635,219
ENSG00000177455,3,1,0,1
ENSG00000176953,294,683,1069.62,657
ENSG00000169682,479,2221,3764,1104
ENSG00000213658,86,100,158,212
ENSG00000254206,173.37,133.86,173.7,299.16
ENSG00000261740,266.8,649.39,709.45,491.58
ENSG00000183336,177.86,528.11,568.86,391.92
ENSG00000181625,376.45,935.66,1511.24,774.32
ENSG00000213648,246.05,528.7,643.31,392.02
ENSG00000258150,32.5,87.5,86.46,89.33
ENSG00000169203,318.45,237.59,267.79,505.84
ENSG00000197471,2,0,0,0
ENSG00000277669,0,1,4.5,0.5
ENSG00000103485,2,11,8.5,2.5
ENSG00000185905,0,0,0,3
ENSG00000174992,0,0,0,0
ENSG00000079616,713.5,3624,4585.17,1893
ENSG00000103495,2463,4741.5,6770.25,5898.5
ENSG00000167371,17,16,20,23
ENSG00000185928,166.5,395.5,587.5,491.5
ENSG00000263136,166.5,395.5,587.5,491.5
ENSG00000013364,1380.5,5799.33,9083.17,3696.33
ENSG00000103502,151,780,1183,480
ENSG00000174938,154,856,1558,359
ENSG00000174939,207,233,454,383
ENSG00000174943,496,585,793,813
ENSG00000149932,216,1109.33,1800.17,622
ENSG00000149930,1508,2955.33,4232.5,3092
ENSG00000149929,101,238,335,180
ENSG00000169592,436,1689.67,2378,1106.5
ENSG00000149927,36,73,140,59
ENSG00000167194,0,0,0,1
ENSG00000149926,0,7,6,4
ENSG00000149925,3235.33,31973.43,38244.78,8294.75
ENSG00000149923,687,2351,3533,1619.5
ENSG00000149922,13,4,9,15
ENSG00000090238,7,28,43,16
ENSG00000102886,4,30,38,18
ENSG00000102882,37,592,756,140.5
ENSG00000102879,20,80,73,22
ENSG00000169627,283.9,788.17,830.17,620.75
ENSG00000132207,393.13,963.75,1558.49,824.21
ENSG00000213599,123.14,267.58,321.76,195.29
ENSG00000261052,124.64,270.08,323.76,198.12
ENSG00000258130,38.5,105,106.46,99
ENSG00000198064,248.93,176.39,212.79,387.82
ENSG00000169217,884,1616,2265,1604
ENSG00000169221,680,1603,2507,1513
ENSG00000180209,0,0.5,0,2
ENSG00000180035,978.5,709,1113,1876
ENSG00000180096,9,46,66,42
ENSG00000179965,57,93,120,109
ENSG00000179958,358,1385,1963,898
ENSG00000179918,444,1108,1571,1016
ENSG00000005844,0,11,4,1.5
ENSG00000169957,1202,1320,1753.5,2402
ENSG00000261459,71.67,36.42,98.58,162.17
ENSG00000169955,79.67,37.42,105.58,180.17
ENSG00000260869,50.42,24.17,52.33,119.37
ENSG00000169951,548.75,257,347.83,809.04
ENSG00000229809,139,142,267.5,273.58
ENSG00000197162,2.5,0,4.5,0.83
ENSG00000156853,629,351,587.17,857.5
ENSG00000156858,633,795,1265,1004
ENSG00000156860,1459,2085,3029.83,2317
ENSG00000080603,6039,6818,9463.83,9113
ENSG00000156873,330,488,666,494.9
ENSG00000196118,45,112,114,120
ENSG00000103549,1568,3629.5,4700,2515
ENSG00000102870,858,912.33,1406,1549
ENSG00000099385,234,938,1499.67,724.5
ENSG00000150281,1,1,0,1
ENSG00000099364,415,1392,2296,1254
ENSG00000175938,65,204,344,203
ENSG00000099381,2397,3310.25,4497,4389.5
ENSG00000099377,80.33,370,1002.33,269
ENSG00000099365,75,36,31,89
ENSG00000103496,282,759,862,454
ENSG00000167394,790,835,1159,2161
ENSG00000167395,1594,1318,2086,2801
ENSG00000151006,85,76.75,194.42,155.57
ENSG00000255439,111.25,583.75,835.33,272.97
ENSG00000167397,112.25,594,850.58,278.47
ENSG00000103507,297,1104,1528,712.5
ENSG00000103510,300,821,1012,516
ENSG00000052344,0,2,2,3
ENSG00000178226,2,11,13,23
ENSG00000089280,2387,7544,7955.5,4121.83
ENSG00000103490,32,295,552,184
ENSG00000177238,7,0,0,9
ENSG00000169900,0,0,0,0
ENSG00000169896,75.5,149,145,78
ENSG00000140678,13.5,14,53,42
ENSG00000156886,6,0,2,6
ENSG00000156885,0,0,0,0
ENSG00000176723,1,4,0,5
ENSG00000140691,838,768,1163,1345
ENSG00000140682,291,690.5,1519.67,772
ENSG00000140675,3,4,6,2
ENSG00000140688,399,1441,2032.5,819.5
ENSG00000169877,0,0,0,0
ENSG00000197302,43.5,68.5,48.5,39
ENSG00000185947,381.5,536.5,519.5,650
ENSG00000270472,0,0,0,0
ENSG00000205456,4.5,2.39,2.88,5.02
ENSG00000183632,2.14,0.39,1.96,2.73
ENSG00000259303,0,0,2,0
ENSG00000233732,0,0,0,0
ENSG00000271130,0,0,0,0
ENSG00000205457,1.5,0.39,1.71,2.35
ENSG00000275034,0.5,0.25,0.96,0.6
ENSG00000261509,1.5,0.39,1.71,2.35
ENSG00000278848,0.5,0.25,0.96,0.6
ENSG00000270467,0,0,0,0
ENSG00000271178,0,0,0,0
ENSG00000259680,0,0,0,0
ENSG00000171241,130,1773,1878,424
ENSG00000069329,578,3529.5,4220.67,1030.5
ENSG00000091651,255,602,709,583
ENSG00000140795,2,1,1,2
ENSG00000155330,41,98,81,105
ENSG00000166123,37,342,340,97.5
ENSG00000069345,587,1963,2351.5,1140
ENSG00000171208,627,3551.5,4664,1388.5
ENSG00000129636,129,1050,1175,217
ENSG00000102893,206,2358,2485.6,401
ENSG00000140798,3,7,20,8
ENSG00000121270,1,8,7,3
ENSG00000102910,384,2548,3051.5,689
ENSG00000196470,317,230,314,547
ENSG00000102921,409,812,1074,927
ENSG00000102924,0,2,2,0
ENSG00000166152,0,0,0,0
ENSG00000102935,1,4,10.5,0
ENSG00000205423,96.5,137,147,147
ENSG00000155393,249,780,881,484.5
ENSG00000121274,277,763,927,604
ENSG00000121281,160,880,1477,425
ENSG00000166164,293,1362.67,1372.33,486.17
ENSG00000140807,0,11,19,17
ENSG00000167208,0,0,0,0
ENSG00000167207,2,0,4,1
ENSG00000083799,319,589,839.67,378
ENSG00000103449,6,18,30,10
ENSG00000261190,0,0,0,0
ENSG00000103460,33,13,39,24
ENSG00000177200,783,1884.67,2589.5,1156
ENSG00000279018,2,0,0,2
ENSG00000103479,225,1519,1916,458
ENSG00000166971,71,269.5,295,134
ENSG00000103494,217,578,583,232.11
ENSG00000140718,73.5,532,727,183
ENSG00000177508,249,136,219,512.53
ENSG00000176842,369.5,206,246,631.53
ENSG00000159387,0,0,0,0.53
ENSG00000087245,7,98,238,17
ENSG00000087253,4,91,121,9
ENSG00000256812,0,0,0,0
ENSG00000103546,0,0,0,0
ENSG00000198848,4.5,16.17,29.83,4.5
ENSG00000159398,0,0,0,0
ENSG00000087258,0,2,0,0
ENSG00000159461,421,2338,3235,886.5
ENSG00000167005,238,1197,1460,497
ENSG00000087263,551,1436,1682.5,813
ENSG00000125124,136,577.5,949,263
ENSG00000102891,0,0,0,0
ENSG00000087250,0,0.1,1.12,6
ENSG00000125148,2273.58,2714.63,4427.27,2964.78
ENSG00000169715,0,0.36,0.77,1
ENSG00000205364,0.75,2.3,2.06,0.12
ENSG00000205362,12.25,31.66,46.46,22.29
ENSG00000169688,0,0.22,0,0.12
ENSG00000198417,22.25,57.54,79.45,36.29
ENSG00000125144,1.25,4,2.06,2.53
ENSG00000205358,0.5,2.19,2.37,1.46
ENSG00000275691,2,0.33,0,0
ENSG00000187193,275.75,395.28,630.86,427.3
ENSG00000102900,432,2976,3345,912
ENSG00000070915,0,0,0,1
ENSG00000051108,410,1321,1651,577
ENSG00000087237,0,0,0,1
ENSG00000140853,70,150,343,134
ENSG00000140848,73,1179,1733.5,255
ENSG00000172775,202.83,1098,1397.03,477
ENSG00000159579,392.5,1145,1422,672
ENSG00000102931,209,773.5,937,351.33
ENSG00000102934,2,12,29,4
ENSG00000102962,1,0,2,0
ENSG00000006210,6,0,0,4
ENSG00000102970,0,0,0,0
ENSG00000005194,298,876.5,1128.17,655.33
ENSG00000088682,219.5,817,1064,470
ENSG00000102978,312,1240,1959,774
ENSG00000125170,109,501,1017,520
ENSG00000135736,84,255,429,244
ENSG00000159618,4,0,0,0
ENSG00000205336,546,2127,5419,1670
ENSG00000182885,5,5,10,16
ENSG00000159625,0,0,2,1
ENSG00000140854,324,971.5,1452.5,490
ENSG00000140859,2793,7985.16,11174,5098.42
ENSG00000070729,2,1,1.14,3
ENSG00000159648,0,0,0,2
ENSG00000166188,721,478,668,1357
ENSG00000103005,293,1456.5,1707,648.5
ENSG00000102996,62,694.5,1201,368
ENSG00000070761,157,586,511,345
ENSG00000070770,325,1540,1701,656
ENSG00000103021,45,94,93,51
ENSG00000103023,0,0,0,0
ENSG00000181938,34,164,188,115
ENSG00000103034,36,258.5,349,98
ENSG00000103037,263,254,316,490
ENSG00000125107,1461,9319,10584.5,2602
ENSG00000279816,0,0,0,0
ENSG00000103042,127,242.2,331,247
ENSG00000125166,425.5,3401.83,4331.08,926.5
ENSG00000278499,0,0,0,0
ENSG00000150394,0,0,2,2
ENSG00000140937,0,10,56,14
ENSG00000179776,6,2,6,3
ENSG00000166546,1,37,64,20
ENSG00000260851,9,58,59,23
ENSG00000166548,57,236.5,255,111
ENSG00000217555,20.5,110.17,128.33,44.5
ENSG00000254788,11.5,75.83,82.33,26.5
ENSG00000089505,12,51,61.33,13
ENSG00000140932,0,0,1,0
ENSG00000140931,203,512,648,400
ENSG00000183723,49,255,361,110
ENSG00000135720,357,1539.67,2107.5,683
ENSG00000249961,2,0,2,1
ENSG00000159593,327,2008,1969.5,582
ENSG00000168748,4,0,0,0
ENSG00000172840,193,207,304,333
ENSG00000166589,6,23,140,18
ENSG00000166592,200,97,181,315
ENSG00000166595,308,1063.5,1431.5,695
ENSG00000172831,585.5,704.5,1198,1033.83
ENSG00000172828,22,27,40,26
ENSG00000172824,0,2,0,0
ENSG00000067955,145,554,725,314
ENSG00000125149,168,500,549,359
ENSG00000237172,85,159,273,254.5
ENSG00000102871,187,316,596,405.5
ENSG00000135722,134,199,393,303
ENSG00000265690,22,35,70,58
ENSG00000102878,163,357,569.5,426
ENSG00000140939,199,629,950.5,677
ENSG00000196123,144,161,266,239
ENSG00000179044,0,0,7,3
ENSG00000205250,1504,2686,3491,2563
ENSG00000102890,340,223,345,401
ENSG00000125122,16,16,20,26
ENSG00000168701,199,504,853,420
ENSG00000135723,425,2466,3657,1100
ENSG00000135740,35,63,92,64
ENSG00000196155,402,433,724,621
ENSG00000168676,3,3,4,4
ENSG00000159708,0,2,0,0
ENSG00000159713,17,161,624,197
ENSG00000159714,47,180,253,108
ENSG00000176387,15,22,21,34
ENSG00000159720,170,1272.5,1730,382
ENSG00000159723,0,0,0,0
ENSG00000039523,710,1915.5,2757.5,1663
ENSG00000102974,378,1497,1665,859
ENSG00000159753,42,39,72,109
ENSG00000102977,331,1143,1566,597.5
ENSG00000102981,21,75,93,39
ENSG00000124074,136,216,358,292
ENSG00000159761,0,2,2,2
ENSG00000141098,268,414,654,591
ENSG00000141084,110,403,622,215
ENSG00000102904,13,26,19,11
ENSG00000102901,550,1069,1508,970
ENSG00000168286,340,704,975,869
ENSG00000102898,378.67,1928.58,2271.58,756.67
ENSG00000038358,1662,3583.5,5094,2381.5
ENSG00000188038,22,7,11,21
ENSG00000159792,57.5,275,466,178
ENSG00000141086,115.75,58,73,122.25
ENSG00000261884,68.75,106.25,143,146.5
ENSG00000205220,208.5,343.75,480,408.25
ENSG00000213398,303,264,344,464
ENSG00000124067,759,1345,1961,1091
ENSG00000141096,1,0,0,2
ENSG00000167261,0,2,0,0
ENSG00000167264,195.5,475,609.5,477
ENSG00000182810,741,552,807,1577
ENSG00000072736,230,1238,1438,419
ENSG00000103067,4,2,7,18
ENSG00000103066,161,218,328,299
ENSG00000103064,825.33,1089,1227,981
ENSG00000103061,343,291,384,566
ENSG00000132600,233,1018,1197.5,521.62
ENSG00000103056,3,6,7,8
ENSG00000184939,79,270.67,291,142
ENSG00000062038,1,7,11,2
ENSG00000039068,15,774,849,40
ENSG00000103047,128,574,810,235
ENSG00000103044,935.5,741,1277,1226
ENSG00000168802,926.5,2416.5,3145.67,1767.5
ENSG00000141076,852,2249,2649,1495
ENSG00000168807,132,507.86,786.42,273.92
ENSG00000260914,235,789.69,962.42,482.92
ENSG00000132612,295,963.44,1161.67,631.17
ENSG00000213380,375.41,753.37,1097.08,714.42
ENSG00000258429,190.28,275.33,408.92,349.75
ENSG00000272617,109.86,193.08,277.42,183.5
ENSG00000260371,61.55,195.29,226.42,133.17
ENSG00000259900,14.88,28.79,43.92,25.17
ENSG00000132603,541,596.5,767,919.83
ENSG00000157315,8.02,4.12,3.75,5
ENSG00000132604,285,683.5,827.5,510
ENSG00000103018,162,2067,2356.5,511
ENSG00000102908,701,1239,1484,932
ENSG00000181019,1745,22744.58,27545.42,4814.17
ENSG00000141101,1048.5,2531,3012.67,2268.67
ENSG00000198373,119,1000,1344,305
ENSG00000157322,3.67,4.67,15.42,7.92
ENSG00000279533,0,0,0,0
ENSG00000090857,378,757.33,1130,657.5
ENSG00000157335,7.17,3.92,13.17,8.17
ENSG00000280006,0,0,0,0
ENSG00000280252,0.33,0,0,0
ENSG00000223496,421,539,821,1187
ENSG00000090861,709.25,6728.5,6690.5,1112.5
ENSG00000157349,125.8,586.75,685.3,239.8
ENSG00000260537,46.31,190.79,236.91,80.35
ENSG00000168872,308.89,970.79,1151.21,552.01
ENSG00000157350,68,508.5,1069,323
ENSG00000157353,112,406,663.5,324
ENSG00000103051,232,1383,1755,532
ENSG00000189091,3032,8268.5,11101.17,4329
ENSG00000157368,2,4,17,3
ENSG00000132613,1578,2646.5,2709,2815
ENSG00000103043,151,1311.5,1805,306.5
ENSG00000157423,0,15,8,2
ENSG00000180917,413,642,768,582
ENSG00000172137,13,116,124,36
ENSG00000167377,118,98.5,98,161.5
ENSG00000261611,133,112.25,113,179
ENSG00000157429,92,55.25,78,120.5
ENSG00000140835,0,4,0,0
ENSG00000198650,0,0,0,0
ENSG00000140832,0,7,6,0
ENSG00000040199,635,1112,1207,1012.5
ENSG00000166747,583.5,2528.17,2879.5,923
ENSG00000224470,761,907.95,1241.33,1472.17
ENSG00000182149,651,1635.75,2145,1280.5
ENSG00000102984,26,76,117,91
ENSG00000277481,0,2,0,0
ENSG00000102967,283,444,562,472
ENSG00000140830,100,163,163,132
ENSG00000257017,0,0,0,0
ENSG00000261701,0,0,0,0
ENSG00000140829,1187,2450,3391,1811
ENSG00000118557,0,15,12,2
ENSG00000280264,0,0,0,0.5
ENSG00000140836,928,2346,3526,2052
ENSG00000103035,776,2054,2307,1162
ENSG00000196436,7.6,11.2,20.47,10.42
ENSG00000140839,2.17,7.42,18.42,12.92
ENSG00000090863,273,3876.67,5248.5,661
ENSG00000168411,604,1886.5,2118.5,1314.5
ENSG00000168404,190,702.5,1025.67,443
ENSG00000103089,145,1152,1868,319
ENSG00000103091,133,1001,1315,306
ENSG00000186187,104,387,612,354
ENSG00000166816,6,20,14,9
ENSG00000184517,134,181,204,235
ENSG00000168928,2.5,0,0.5,1.5
ENSG00000168925,0.5,0,0.5,1.5
ENSG00000050820,2252.33,3891.07,6551,5093.5
ENSG00000153774,95,452,479.5,155.75
ENSG00000261717,60.5,88,93,115.75
ENSG00000166822,80.5,104.5,105.5,165
ENSG00000183196,0,2,2,0
ENSG00000260092,7.25,23.92,28.33,14.75
ENSG00000135702,4,2,14,24
ENSG00000205084,62,106.58,194.17,120.25
ENSG00000034713,115,536,644.5,275
ENSG00000065457,285.25,544,725.5,450
ENSG00000065427,913,4771,5434.5,1852
ENSG00000166848,590,872,1041,1047
ENSG00000152910,0,0,0,0
ENSG00000261833,0,0,0,0
ENSG00000103111,808,1614.5,2450.75,1488.5
ENSG00000205078,122,86,139,245.5
ENSG00000140873,0,2,0,0
ENSG00000140876,7,80,106,23
ENSG00000171724,0,0,0,0
ENSG00000166509,0,0,0,0
ENSG00000186153,39,229,280,80
ENSG00000178573,4,26,54,33
ENSG00000168589,1,0,2,0
ENSG00000166446,2,1,22,19
ENSG00000103121,142,468,590,323.5
ENSG00000166451,213,1097,1237.5,426
ENSG00000166454,539.5,1829.67,2149.5,972.5
ENSG00000166455,58,54,76.5,73
ENSG00000140905,175.27,898.52,1081.85,390.11
ENSG00000166473,46.83,51.17,69.5,48.67
ENSG00000279890,36.33,46.17,62.5,33.67
ENSG00000279362,26.83,21.67,23,23.67
ENSG00000135697,11,96,72,10
ENSG00000261609,222,402,499,542
ENSG00000153815,846.5,7397,9862,2274.5
ENSG00000197943,45,421.5,460,111
ENSG00000184860,0,4,2,1
ENSG00000086696,0,2,0,0
ENSG00000135698,64,224,206,120.5
ENSG00000140945,0,0,0,0
ENSG00000230989,244.5,1016.5,1280,477
ENSG00000103150,69,188,304,169
ENSG00000260300,4.75,16.29,26,19.17
ENSG00000140961,660.25,3158.71,1729.5,1259.33
ENSG00000103154,22,246,173.5,53
ENSG00000166558,0,0,1,2
ENSG00000140943,618,2603,3680.4,1231
ENSG00000103160,57,374,434,149
ENSG00000154099,3,2,2,4
ENSG00000103168,1476,1659.5,2566.5,2304.5
ENSG00000140955,0,0,0,0
ENSG00000168418,0,0,0,0
ENSG00000103175,0,0,0,0
ENSG00000064270,2,0,4,1
ENSG00000140950,299,609,988.5,744.5
ENSG00000103187,749.5,2873.5,4141.17,1434
ENSG00000135686,444,723,1009,810
ENSG00000103194,965.75,2958,3550.5,2017.92
ENSG00000103196,21,43,86,38
ENSG00000153786,458,1116,1492,861
ENSG00000135709,4,50,95,18
ENSG00000153789,0,3,2,0
ENSG00000131149,1322,2836.5,4164,2105
ENSG00000131153,75,840.08,952.5,194
ENSG00000154102,13,57,111,53
ENSG00000131148,385,901,1155,709
ENSG00000131143,599,3431.25,4404,1469.5
ENSG00000140968,36,4,36,32
ENSG00000103241,0.5,0,0,2
ENSG00000103248,167,287,367,328
ENSG00000176692,142,83.25,194.5,255.5
ENSG00000176678,73,31.75,95.33,110.5
ENSG00000260456,21,57.83,95,39.5
ENSG00000131152,49.5,99.08,195,130
ENSG00000103264,231.5,429.42,672,599.5
ENSG00000140941,102.5,497,543.83,152.83
ENSG00000140948,332,784,1125,829
ENSG00000154118,42,132,248,115
ENSG00000104731,403,1109,1289,708
ENSG00000103257,5149.17,27453.83,28657.5,9621.15
ENSG00000174990,0,0,0,0
ENSG00000172530,141,460.2,647.5,408.5
ENSG00000225614,2969,6165.5,8854,5393
ENSG00000179588,520,639,936,1127
ENSG00000158545,889,2954.7,3928.5,1958
ENSG00000124391,2,1,3,4
ENSG00000051523,434,3262.17,4177.5,1440
ENSG00000167508,67,399,482,221
ENSG00000185669,4,0,5,5
ENSG00000158717,125,269.33,420,315
ENSG00000174177,462,1338,1945,906
ENSG00000103335,3309,7128.5,12347.5,7414.33
ENSG00000167513,376,2242,2995.5,1748
ENSG00000198931,763,3453.5,4710.5,1909
ENSG00000141012,151,1013,1417,271.67
ENSG00000167515,112,396,555,259
ENSG00000205022,0,0,0,0
ENSG00000129993,6,15,24,24
ENSG00000176715,184,529.5,816.33,373
ENSG00000129910,1,0,4,1
