,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK020_21F,AK029_30F,AK034F
ENSG00000171160,29,23,23,21,0,25,46,41,47,112,66,82,33
ENSG00000155252,28,36,67,27,1,67,60,80,80,154,156,154,61
ENSG00000119986,652,642,976,435,18,897,724,836,1067,3081,2696,2892,459
ENSG00000155254,324,303,415,88,6,220,234,228,230,756,500,603,262
ENSG00000155256,180,137,226,86,12,318,312,369,424,1019,838,785,178
ENSG00000120057,8,15,19,6,0,6,15,18,30,26,16,11,24
ENSG00000155265,6,9,6,0,0,5,4,10,14,23,13,15,12
ENSG00000095713,1,2,5,3,0,8,14,12,8,4,3,5,11
ENSG00000166024,37,42,76,33,0,194,160,185,249,308,334,327,82
ENSG00000138131,8,16,24,1,0,20,22,18,35,23,13,27,26
ENSG00000119943,33,47,64,7,0,82,105,116,134,97,93,66,47
ENSG00000107521,151,214,238,70,9,188,171,184,207,551,334,338,166
ENSG00000172987,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000119946,145,152,203,45,6,369,408,486,462,731,734,780,258
ENSG00000120053,205,210,288,60,12,750,506,726,768,590,641,733,244
ENSG00000119919,0,0,1,1,0,2,3,2,1,8,15,14,1
ENSG00000155287,142,130,166,97,6,179,150,146,175,1047,631,691,114
ENSG00000198018,199,108,158,54,8,172,188,163,194,506,350,346,116
ENSG00000014919,275,294,426,68,16,918,698,967,922,851,1095,1042,297
ENSG00000119929,184,146,223,97,7,362,324,378,408,802,673,845,166
ENSG00000023839,1499,1311,1762,672,50,4613,4754,5731,5801,9912,9110,8247,2113
ENSG00000107554,69,59,100,64,9,295,231,315,460,535,524,452,254
ENSG00000120054,9,4,3,4,5,22,4,15,21,46,31,32,0
ENSG00000107566,734,553,826,227,10,1395,1421,1394,1495,2361,1814,2152,597
ENSG00000213341,576,407,553,209,10,502,563,528,679,1652,1038,1143,284
ENSG00000095485,156,146,205,93,17,525,421,583,586,578,592,627,210
ENSG00000196072,660,612,766,320,24,582,572,513,716,1550,1056,1154,412
ENSG00000107593,0,0,1,0,0,1,0,1,2,1,1,1,0
ENSG00000099194,4668,4132,5843,720,22,9846,10995,12729,11544,11615,12642,11074,5029
ENSG00000075290,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075826,6,13,5,9,4,4,1,7,7,60,38,11,9
ENSG00000255339,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166136,154,74,136,24,0,162,208,176,142,229,290,326,84
ENSG00000166135,262,212,341,76,0,553,578,590,674,874,784,864,279
ENSG00000075891,0,2,0,0,0,3,1,1,2,7,5,6,0
ENSG00000119906,96,92,125,46,3,198,190,222,235,340,299,361,115
ENSG00000055950,985,838,1233,239,24,877,753,835,838,2319,1593,1675,542
ENSG00000095539,68,36,59,20,3,72,82,89,70,157,130,114,29
ENSG00000107815,119,123,177,132,24,303,233,317,300,990,784,864,131
ENSG00000107816,134,173,235,101,0,313,203,310,250,837,716,655,153
ENSG00000186862,8,2,5,0,0,4,5,4,3,15,16,5,6
ENSG00000107819,202,234,315,43,4,385,356,406,390,386,424,313,242
ENSG00000107821,8,3,3,0,0,6,8,5,8,28,11,15,4
ENSG00000236311,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107807,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000138136,1,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000166167,74,65,122,35,0,229,210,264,282,306,302,358,98
ENSG00000166169,77,66,96,55,2,101,94,130,126,426,265,252,77
ENSG00000166171,173,171,167,41,12,243,273,271,303,469,439,418,144
ENSG00000107829,65,70,80,30,9,102,82,96,82,188,147,167,71
ENSG00000107831,0,1,2,0,0,2,0,0,3,11,0,2,1
ENSG00000107833,769,913,1379,315,23,922,841,1037,986,1992,1637,2020,622
ENSG00000198408,334,318,538,196,30,1616,1552,1830,2102,2166,2470,2441,658
ENSG00000120049,0,2,1,4,0,0,0,2,5,18,12,8,2
ENSG00000120029,92,90,136,41,7,354,275,310,394,437,412,394,144
ENSG00000166189,208,275,351,172,15,531,436,610,520,1834,1556,1661,250
ENSG00000198728,249,269,295,116,14,382,340,452,406,961,821,706,214
ENSG00000148840,208,307,446,401,40,937,858,1115,1231,3626,3380,3608,535
ENSG00000166197,605,618,1070,490,70,2828,2432,3053,3025,3101,3757,3700,1130
ENSG00000119915,4,1,5,6,0,6,5,3,6,33,29,19,2
ENSG00000107859,2,2,1,4,0,1,3,4,2,9,6,6,1
ENSG00000107862,222,298,419,150,25,1071,911,1253,1220,1395,1384,1220,564
ENSG00000077150,205,235,468,298,164,901,640,962,1428,3033,1556,1704,969
ENSG00000059915,0,2,1,1,0,0,0,4,3,8,2,4,2
ENSG00000107872,64,90,131,66,18,84,89,103,110,440,292,293,68
ENSG00000107874,371,324,458,89,8,649,611,706,710,779,741,706,369
ENSG00000120055,5,4,3,8,0,1,4,5,4,26,14,15,1
ENSG00000138111,60,57,79,10,2,37,47,60,52,125,71,58,35
ENSG00000138107,621,552,884,160,6,1594,1407,1676,1576,1701,1808,1819,626
ENSG00000107882,54,71,96,38,1,170,158,194,194,270,282,262,91
ENSG00000171206,141,152,219,103,7,272,173,218,261,733,491,630,201
ENSG00000138175,448,404,614,107,7,684,721,717,798,896,717,906,380
ENSG00000156398,44,31,59,29,4,72,35,48,53,140,102,78,20
ENSG00000166272,182,121,197,74,10,141,160,176,215,733,428,501,147
ENSG00000148795,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000166275,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270316,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214435,41,27,62,11,0,130,91,122,107,86,93,98,39
ENSG00000148842,92,60,99,20,2,174,148,202,198,432,352,414,111
ENSG00000076685,380,335,532,166,7,1692,1284,1682,1720,1591,1584,1824,665
ENSG00000235376,198,206,243,56,3,313,395,365,386,506,394,464,169
ENSG00000148798,119,207,306,33,11,518,510,744,764,560,684,727,326
ENSG00000156374,67,94,136,59,2,223,207,231,295,386,409,416,108
ENSG00000148835,43,42,77,33,5,125,121,120,118,261,271,289,27
ENSG00000173915,2534,1876,2851,1338,81,2129,2113,2062,2418,6092,4359,5030,1140
ENSG00000148843,102,145,224,214,32,738,686,953,849,1592,1316,1654,459
ENSG00000138172,6,1,1,4,0,4,0,1,0,13,9,18,0
ENSG00000185933,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183128,4,1,2,0,0,1,2,2,5,4,4,2,0
ENSG00000107954,0,1,0,0,1,0,0,0,0,1,1,0,1
ENSG00000107957,26,26,44,10,0,55,77,82,91,95,102,83,42
ENSG00000107960,122,98,142,18,2,209,184,167,170,316,274,309,98
ENSG00000065613,324,297,516,156,10,1503,1458,1712,1846,2136,2277,2074,420
ENSG00000065618,3,2,2,2,0,8,4,11,12,28,30,16,16
ENSG00000156384,97,62,113,66,4,145,166,167,190,314,292,346,84
ENSG00000197748,1,2,1,0,0,1,1,4,1,11,8,4,2
ENSG00000148834,1096,1174,1593,230,18,2671,2365,2703,2481,2565,2663,2696,952
ENSG00000065621,16,13,16,8,3,22,18,26,26,24,28,28,11
ENSG00000148841,159,182,263,69,5,330,346,415,467,1329,917,1137,314
ENSG00000120051,1,0,0,0,0,0,2,1,1,3,2,0,2
ENSG00000156395,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000108018,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000108039,97,118,196,54,1,465,362,487,466,403,511,462,172
ENSG00000148700,132,76,110,38,1,289,341,343,417,246,261,299,103
ENSG00000119950,33,25,39,15,0,30,25,23,45,92,64,124,22
ENSG00000119953,356,304,428,168,18,792,770,760,898,1458,1404,1508,318
ENSG00000138166,303,316,484,455,65,432,298,368,508,3707,2167,2779,484
ENSG00000108055,183,160,338,123,11,1560,1165,1490,1512,1153,1456,1666,375
ENSG00000203867,7,15,15,5,3,24,13,24,25,67,58,62,9
ENSG00000150593,82,84,135,33,0,541,372,446,438,312,473,548,141
ENSG00000214413,267,265,334,107,8,286,337,342,380,917,558,714,152
ENSG00000108061,198,188,264,94,8,388,458,391,522,759,600,711,173
ENSG00000150594,1,2,4,2,2,0,0,0,0,10,11,3,0
ENSG00000119927,77,93,137,45,0,313,337,320,367,493,410,519,128
ENSG00000119913,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197142,2,0,0,0,0,3,0,0,1,10,5,9,1
ENSG00000023041,186,158,206,52,12,208,332,277,323,611,441,406,140
ENSG00000151532,146,115,196,71,16,222,214,259,240,376,314,327,119
ENSG00000148737,182,154,236,90,19,320,367,371,534,926,926,836,206
ENSG00000148702,15,4,3,0,0,17,8,5,6,18,20,28,2
ENSG00000197893,2,0,0,1,3,0,1,0,0,0,0,0,0
ENSG00000165806,167,153,251,69,14,332,361,405,510,870,587,732,276
ENSG00000148735,1,0,0,0,0,1,0,0,1,1,0,3,0
ENSG00000198924,72,48,107,27,3,190,160,192,224,220,241,265,72
ENSG00000196865,139,131,267,75,5,652,630,661,753,665,725,909,244
ENSG00000043591,3,7,11,9,4,5,6,5,7,50,44,79,2
ENSG00000165813,62,54,84,23,1,187,183,181,236,285,360,289,71
ENSG00000095627,1,1,0,0,0,1,3,1,2,4,3,2,0
ENSG00000165816,4,0,0,9,0,0,0,4,0,12,5,18,2
ENSG00000169129,182,133,181,53,3,479,372,448,414,428,539,461,187
ENSG00000099204,334,293,393,160,10,501,441,511,570,808,735,844,248
ENSG00000151553,138,90,158,97,4,376,341,396,413,797,815,922,151
ENSG00000165832,321,317,473,135,18,588,574,638,786,1041,1093,1076,297
ENSG00000107518,4,0,1,1,0,1,0,2,1,8,11,10,2
ENSG00000151892,79,73,136,19,0,102,90,79,80,138,96,142,125
ENSG00000182645,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000203837,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175535,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000187021,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266200,0,0,0,1,0,2,0,1,0,1,1,1,0
ENSG00000165863,1,0,0,0,0,0,0,0,0,0,1,3,0
ENSG00000165868,72,78,100,26,0,220,189,273,242,216,230,252,107
ENSG00000188316,2,6,5,13,0,6,8,11,11,28,23,19,4
ENSG00000187164,312,292,427,114,20,1130,947,1033,1089,1180,1219,1317,270
ENSG00000148704,8,8,17,9,8,20,10,12,19,66,57,71,10
ENSG00000186795,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165646,0,2,5,1,0,1,4,0,2,4,5,4,0
ENSG00000165650,734,497,666,336,15,654,698,693,702,2489,1568,2178,326
ENSG00000170370,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107560,95,50,88,54,3,136,98,103,158,269,195,245,66
ENSG00000165669,163,138,186,54,5,255,250,292,312,403,310,400,123
ENSG00000119973,0,0,0,0,0,0,0,0,0,1,2,0,0
ENSG00000151893,332,226,345,121,2,327,326,341,343,863,600,738,176
ENSG00000188613,30,29,32,30,4,23,19,18,17,124,70,67,9
ENSG00000107581,602,776,1332,642,193,4918,4070,5988,5810,6025,7697,7269,1683
ENSG00000119979,172,142,226,72,1,270,286,268,288,466,374,498,136
ENSG00000183605,371,284,438,145,19,568,650,634,711,1166,926,1070,284
ENSG00000165672,2470,2058,3224,583,50,4429,3864,4095,4247,5103,5397,5443,1843
ENSG00000198873,35,28,60,11,1,63,75,79,86,81,95,93,39
ENSG00000148908,266,240,359,102,1,307,309,346,366,716,572,718,190
ENSG00000151923,553,401,696,184,30,1216,1101,1042,1254,1554,1400,1718,473
ENSG00000151929,471,512,744,131,23,2219,1854,2612,2117,2339,3407,2325,826
ENSG00000198825,37,34,71,25,2,156,131,172,183,216,183,255,68
ENSG00000197771,830,800,1129,293,19,2332,2294,2282,2597,3034,3046,3285,888
ENSG00000107651,275,284,425,168,27,1459,1238,1657,1888,1428,1774,1900,596
ENSG00000203805,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000120008,164,190,306,65,8,728,759,882,874,848,845,896,320
ENSG00000066468,7,0,3,4,0,37,4,10,4,76,56,52,3
ENSG00000107669,229,195,278,59,7,515,510,584,619,618,606,805,232
ENSG00000107672,312,339,506,139,8,900,772,902,871,1089,1073,1016,330
ENSG00000138162,444,439,613,236,27,1165,962,1165,1316,2241,2156,1917,517
ENSG00000138152,5,6,9,2,0,12,13,10,13,34,22,24,9
ENSG00000107679,242,168,269,130,6,345,322,275,381,723,518,705,211
ENSG00000254636,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166033,298,258,392,45,4,827,982,1045,966,990,947,866,592
ENSG00000187908,3,1,3,3,2,2,3,1,1,7,3,5,0
ENSG00000183559,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138161,7,4,1,10,1,1,0,3,2,20,11,16,2
ENSG00000213185,8,10,5,9,0,2,1,5,9,35,19,16,4
ENSG00000203795,0,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000119965,68,84,90,78,5,170,155,152,207,580,441,501,88
ENSG00000179988,39,28,38,23,1,67,55,59,70,157,137,134,29
ENSG00000095574,46,38,42,19,0,62,50,54,104,118,88,127,47
ENSG00000196177,97,92,152,22,1,356,382,397,494,257,314,306,105
ENSG00000188620,0,0,1,1,0,1,0,4,0,5,3,2,0
ENSG00000188816,2,0,0,0,0,0,0,2,0,1,2,1,0
ENSG00000154473,1289,1092,1865,485,46,3057,2647,3211,3105,3430,3738,4065,1032
ENSG00000154478,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121898,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000182022,66,56,104,19,2,95,138,155,154,298,196,221,66
ENSG00000065154,299,283,526,107,6,1257,1163,1380,1259,920,1402,1199,452
ENSG00000229544,2,2,0,0,0,0,0,1,0,7,4,3,1
ENSG00000107902,71,89,130,23,0,151,123,163,148,206,189,149,82
ENSG00000258539,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189319,33,46,63,26,0,64,71,91,78,260,182,197,46
ENSG00000203791,15,38,40,8,0,48,22,47,49,121,68,86,18
ENSG00000165660,92,88,136,82,2,287,229,295,313,714,702,763,154
ENSG00000019995,80,77,70,65,6,181,150,153,165,453,326,451,77
ENSG00000175029,371,364,554,119,16,727,642,740,693,1127,1030,1134,348
ENSG00000175018,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107938,151,135,203,103,12,476,457,462,576,1019,952,895,205
ENSG00000154485,0,1,0,0,0,0,0,0,0,2,0,0,0
ENSG00000188690,291,188,283,73,3,263,275,270,296,548,372,479,164
ENSG00000107949,660,561,876,264,13,1522,1477,1624,1754,2044,2137,2455,534
ENSG00000089876,136,90,180,54,1,467,373,434,490,522,541,623,175
ENSG00000203780,11,3,7,1,0,11,7,12,16,15,14,15,6
ENSG00000148848,19,13,17,6,2,33,39,26,25,94,61,60,26
ENSG00000154493,10,2,5,2,0,19,4,3,3,32,36,28,2
ENSG00000150760,328,349,555,97,4,876,922,1006,1064,982,916,904,364
ENSG00000188916,1,6,3,1,1,3,3,6,4,16,12,7,4
ENSG00000214285,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186766,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180745,0,0,0,0,0,1,1,0,0,0,2,0,0
ENSG00000132334,8,2,2,0,0,8,3,6,8,39,23,37,5
ENSG00000148773,316,366,584,172,27,1587,1601,2028,1699,1677,2350,2540,882
ENSG00000170430,102,88,102,28,1,213,88,144,155,252,209,238,73
ENSG00000108001,2,2,2,1,0,3,3,4,4,10,5,13,2
ENSG00000108010,751,700,1081,196,14,2157,1878,1996,1983,1674,2113,2337,789
ENSG00000176769,0,0,1,0,0,0,0,0,0,3,1,0,0
ENSG00000175470,139,131,230,100,26,242,260,248,280,798,622,795,120
ENSG00000176171,376,361,501,134,17,484,426,437,490,1023,655,808,285
ENSG00000188385,13,24,31,11,14,20,17,33,26,144,62,64,19
ENSG00000151640,54,61,81,11,6,138,142,180,153,232,202,164,70
ENSG00000165752,339,430,584,124,12,373,360,392,412,1102,700,725,262
ENSG00000148814,24,26,29,13,1,32,24,40,39,114,98,84,31
ENSG00000171813,20,29,72,39,2,80,54,86,92,371,338,335,31
ENSG00000180066,31,48,42,14,0,51,19,18,33,168,107,97,27
ENSG00000068383,113,126,152,37,1,131,131,151,140,240,167,211,85
ENSG00000148826,0,1,1,0,0,0,0,0,0,0,1,0,0
ENSG00000171811,7,5,8,1,2,17,12,12,12,31,16,27,3
ENSG00000197177,1,0,0,0,0,0,3,0,1,2,4,6,0
ENSG00000171798,14,12,13,0,0,10,8,14,18,38,30,34,3
ENSG00000171794,0,0,0,0,0,1,3,0,0,3,0,3,0
ENSG00000151650,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151651,8,7,6,6,6,0,1,3,1,123,45,20,9
ENSG00000130640,462,492,746,153,17,1208,1162,1307,1311,1564,1510,1367,508
ENSG00000198546,130,184,232,63,0,193,200,139,184,482,277,342,103
ENSG00000165828,0,0,0,0,0,1,1,1,0,2,4,1,0
ENSG00000130643,4,16,14,2,0,13,9,16,20,37,19,15,14
ENSG00000148803,68,37,66,12,2,69,41,54,55,124,85,66,26
ENSG00000127884,1371,1158,1858,298,29,2049,1864,2239,2205,2622,2425,2491,934
ENSG00000148832,13,13,13,1,0,32,21,19,20,50,33,42,11
ENSG00000254536,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148824,11,24,30,4,0,59,24,50,34,86,84,67,21
ENSG00000203772,2,4,0,0,0,0,0,1,2,4,1,0,1
ENSG00000130649,0,0,0,0,0,2,0,1,1,1,0,2,0
ENSG00000171772,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000225899,0,0,0,0,0,0,1,1,5,12,8,4,2
ENSG00000276595,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275565,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278545,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274429,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177951,337,297,363,188,18,240,254,232,335,1316,787,860,218
ENSG00000188076,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177947,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177963,551,495,739,210,28,992,850,987,996,1998,1688,1710,490
ENSG00000142082,71,92,130,35,4,140,130,168,167,363,260,243,90
ENSG00000185627,995,847,1228,260,22,2727,2382,2725,2754,3198,3521,2969,910
ENSG00000174885,0,0,0,0,0,0,0,0,4,2,0,2,0
ENSG00000142102,38,47,56,24,4,49,49,68,79,287,195,100,50
ENSG00000206013,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185201,373,395,390,171,16,668,640,757,807,1732,1232,1093,383
ENSG00000185885,32,19,33,7,1,34,40,38,48,198,77,60,74
ENSG00000142089,182,129,166,50,14,161,224,192,301,782,364,284,285
ENSG00000182272,45,53,48,33,13,35,28,40,26,391,224,117,31
ENSG00000184363,182,213,335,99,9,490,388,539,463,854,713,672,180
ENSG00000185187,480,776,898,362,27,602,549,758,831,2650,1712,1736,565
ENSG00000185101,33,13,24,48,18,6,4,5,7,36,24,12,4
ENSG00000174915,394,319,449,87,4,635,600,688,682,1298,1162,972,299
ENSG00000023191,893,949,1398,213,41,2721,2063,2811,2502,3000,3100,2946,1104
ENSG00000174775,342,270,394,153,6,270,268,306,249,1092,646,741,174
ENSG00000161328,1,2,2,2,0,2,0,1,2,12,5,2,1
ENSG00000185522,8,23,22,7,1,20,17,33,41,84,48,34,18
ENSG00000099849,253,250,344,101,9,357,224,268,315,1100,796,766,138
ENSG00000070047,130,152,243,143,36,675,559,793,676,1378,1372,1346,280
ENSG00000185507,20,12,23,14,127,22,22,29,148,2278,57,60,238
ENSG00000099834,1,2,0,3,0,0,2,2,0,5,8,8,0
ENSG00000070031,0,0,0,0,0,0,0,0,0,3,0,1,0
ENSG00000069696,0,0,0,0,0,1,0,1,1,9,7,2,0
ENSG00000177030,93,116,149,126,2,135,85,147,142,610,442,482,86
ENSG00000177106,199,299,417,123,42,727,520,799,644,1100,1010,660,342
ENSG00000177042,76,64,100,26,0,97,125,84,92,290,194,180,89
ENSG00000177156,3306,3204,4442,842,35,8963,7513,9152,8711,7976,9052,8431,3087
ENSG00000177225,255,236,358,123,12,224,227,297,245,955,668,594,182
ENSG00000184524,6,8,6,0,0,6,4,4,5,19,10,14,4
ENSG00000177542,311,323,398,113,6,405,345,400,354,1123,890,894,214
ENSG00000274897,4,8,9,16,0,13,3,8,8,62,38,43,9
ENSG00000177595,55,75,74,28,13,75,68,71,106,401,224,213,56
ENSG00000177600,15046,14225,18854,5309,384,13115,12643,12824,15030,45860,28562,32014,10496
ENSG00000177666,593,638,950,231,94,954,857,925,1080,2821,1858,1672,565
ENSG00000177685,24,32,37,4,3,5,5,20,12,49,43,29,11
ENSG00000177697,7348,5174,6904,1292,108,7944,7872,8544,8682,17401,13714,11922,4165
ENSG00000177700,6658,5195,6906,1836,150,3700,3479,4049,4140,14638,9780,10388,3426
ENSG00000214063,2616,1996,2617,602,42,2657,2520,2672,2766,7048,5401,4164,1539
ENSG00000177830,756,529,840,130,18,831,930,945,995,1714,1162,1242,496
ENSG00000183020,494,534,821,142,28,1648,1556,1906,1742,1955,1972,1665,633
ENSG00000184956,0,2,0,4,0,0,0,0,0,3,1,0,0
ENSG00000215182,642,258,344,393,168,4474,2524,3142,3168,10241,9499,6588,691
ENSG00000117983,508,72,232,236,40,2611,307,400,354,6066,5904,3664,122
ENSG00000078902,418,425,695,164,13,618,624,602,731,1418,1263,1150,365
ENSG00000174672,34,37,45,16,1,66,46,57,56,156,117,111,17
ENSG00000182208,146,99,154,67,3,142,115,128,134,584,321,366,90
ENSG00000184545,16,20,27,108,50,16,15,20,26,881,475,522,19
ENSG00000278919,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000205869,0,0,0,2,0,0,0,0,1,12,4,1,0
ENSG00000205867,0,0,0,0,2,0,0,0,0,4,0,3,0
ENSG00000196224,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241598,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185940,0,0,0,0,0,0,0,0,1,1,0,1,0
ENSG00000205864,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244242,6,12,11,1,0,33,20,17,28,69,38,34,13
ENSG00000250644,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117984,1841,1356,2102,286,40,3474,3222,3572,3362,5900,5208,5086,1822
ENSG00000149043,0,0,0,2,0,1,0,0,0,1,2,0,0
ENSG00000130598,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000130592,27,28,29,6,0,9,12,12,18,59,28,22,19
ENSG00000184682,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000130595,0,1,0,0,0,0,0,0,0,6,2,3,0
ENSG00000214026,704,707,1053,305,18,766,762,806,778,2096,1451,1582,439
ENSG00000167244,12,15,11,9,8,23,25,34,52,216,41,50,40
ENSG00000129965,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000254647,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180176,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000183734,1,0,0,0,0,0,0,0,0,3,1,0,0
ENSG00000110665,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000064201,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110651,6201,4184,6116,1127,72,5532,6090,6192,6005,12258,9832,8950,3429
ENSG00000184281,254,248,335,138,21,537,467,549,586,1544,1435,1464,267
ENSG00000070985,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000053918,2,4,6,0,0,7,13,8,2,13,6,4,2
ENSG00000129757,6,4,8,0,0,6,3,10,14,29,22,10,3
ENSG00000254827,29,46,53,11,0,19,33,35,48,74,49,38,21
ENSG00000110628,511,473,554,110,5,702,773,889,826,1482,1264,875,397
ENSG00000181649,849,825,1203,820,99,911,929,1104,1155,4145,2987,3335,802
ENSG00000205531,468,480,711,177,6,1803,1748,2072,1976,1765,2055,2168,561
ENSG00000110619,241,288,466,92,9,1263,982,1194,1615,1265,1168,1161,560
ENSG00000021762,21,42,58,5,1,86,84,111,128,142,108,88,60
ENSG00000182170,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000184350,0,0,1,0,0,0,0,0,0,4,0,2,0
ENSG00000005801,79,83,121,65,7,216,202,246,285,555,454,476,81
ENSG00000167311,4,1,0,3,1,1,3,4,4,5,1,0,2
ENSG00000129744,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000129749,2,2,1,6,4,1,1,0,0,45,18,31,2
ENSG00000110713,398,395,687,271,38,2142,1860,2164,2278,2318,2696,2686,894
ENSG00000148985,191,157,209,65,6,159,156,166,191,485,315,281,119
ENSG00000177105,510,468,666,256,32,533,519,549,611,1937,1222,1665,417
ENSG00000167323,268,238,346,57,2,622,636,686,691,1036,980,855,316
ENSG00000167325,370,326,577,118,4,2524,1832,2607,2325,1345,1950,1957,762
ENSG00000221996,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280253,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132109,30,26,42,16,19,134,126,156,446,862,199,240,261
ENSG00000181963,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000196778,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171987,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226288,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232268,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167333,41,28,64,34,2,171,147,207,182,272,255,264,75
ENSG00000197428,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180785,5,0,0,3,0,12,1,1,2,16,20,10,0
ENSG00000167332,3,0,1,0,0,6,1,0,2,10,16,7,1
ENSG00000167346,0,0,0,0,0,0,0,2,0,1,1,0,0
ENSG00000280021,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188069,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279270,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176937,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176925,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176922,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176904,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176900,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176895,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176893,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000278870,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176879,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205497,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205496,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176798,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176787,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000273085,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171944,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182070,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176748,0,0,2,0,0,0,0,0,0,0,0,0,0
