Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000162458,34,209,251,5,2,374,203,477,64,159,102,123,380,801.5,621.5,697.5,550,871,1127,140.5,771.5,301.5,453
ENSG00000233954,40,872,905,7,2,377,1050,1020,49,179,148,291,627,328.83,255.25,260.08,190.33,737,800.82,62,733.5,317.92,310
ENSG00000065526,191,1043,1190,444,316,937,1019,1905,246,3142,1476,3128,888,4650,10212.5,5532.83,7202.5,6046.5,21209.83,9853,7346.5,2930,5420
ENSG00000116809,18,276,272,16,18,356,295,384,97,440,220,326,499,516,803,426,634,647,1628.5,644,695,253,949
ENSG00000183888,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,0,0,2
ENSG00000173641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000186510,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.5,1.5,0,1.5,0,1.5
ENSG00000184908,0,5,0,0,0,1,1,1,0,0,1,2,3,0,2,3,1,7.5,1.5,0,6.5,0,6.5
ENSG00000185519,24,179,159,0,1,159,86,190,40,86,54,63,130,354.5,298.93,251.67,187.17,548.6,703.43,64,585.37,224.67,246
ENSG00000142627,131,1158,1106,186,206,2409,1168,3102,1397,4304,2567,2576,3718,5431.5,8659.5,4560.17,7849.17,4721,14483,7695,7436,2803.5,12180.17
ENSG00000142632,3,73,115,1,1,129,50,194,39,119,78,47,111,231,308.5,237,202,343,589,117,406,140,284
ENSG00000132881,2,36,37,0,0,62,6,86,8,31,29,20,38,119,107,75,81,141,233,35,151,55,78
ENSG00000037637,40,169,167,18,8,517,138,584,152,461,305,179,281,715,985,606,760.5,961,2303.5,514,1134.5,412,1009
ENSG00000055070,270,1501,1609,89,46,1232,1442,1553,189,814,451,861,1037,2449.33,2386.8,1976.58,1653.33,4311.22,5946.83,1200.13,4715.78,1789.67,2205.83
ENSG00000187144,0,1,0,0,1,1,2,0,1,3,1,4,1,4,1,2,5,3,7,2,2,0,2
ENSG00000157191,36,225,264,8,9,678,270,940,145,278,242,206,464,994.5,765.33,774.17,697.67,1114.5,1864.67,465,1388,577.5,1449.67
ENSG00000268991,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,1,1,0.5,0,0
ENSG00000219481,42,272,319,38,25,695,380,722,117,596,354,408,523,1089.24,1108.01,787.68,826.34,1086.07,2167.63,784.08,1399.05,518.62,768.06
ENSG00000237847,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33,0,0,0,0.33,0,0,0.33,0.33
ENSG00000279132,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33,0,0,0,0.33,0,0,0.33,0.33
ENSG00000058453,7,129,118,6,4,177,68,167,44,168,96,102,144,264.42,293.67,187.83,190.65,315.08,673.08,202.5,399.42,125,312.6
ENSG00000117122,3,5,6,0,0,1,3,1,0,2,1,1,26,15,10.5,6,4.5,13.5,21.5,5.5,9.5,7.5,2
ENSG00000159363,53,706,717,29,23,999,604,1545,204,505,359,486,896,2266,1706.5,1815.5,1348,2608.5,3176.5,363.5,3362.5,1089,1564
ENSG00000117118,175,1004,1070,40,14,3688,1184,3584,504,981,1168,580,1112,3857,2437.5,3236.83,2064,4807.5,5818.5,610,5316,2364.5,3584.5
ENSG00000117115,3,29,38,1,0,132,44,153,27,45,48,28,69,262,153.5,201,87,272,322,46,321,125,233
ENSG00000142623,2,14,13,3,3,26,16,41,11,24,25,27,29,57.75,80.25,22,50,66,152,45,102,32,84
ENSG00000142619,2,14,6,0,0,86,9,83,6,22,27,18,36,86.25,80.75,68,51,105.75,120,30,80,24,88
ENSG00000159339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.25,3,0,0,0,1
ENSG00000280226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179051,63,540,628,35,10,1860,758,2132,349,808,664,532,821,3175,2384.5,2670,1962.53,2813.58,4551.42,584.5,4183.78,1611.5,3147.67
ENSG00000074964,16,250,242,4,2,444,188,606,99,252,190,165,272,612,672.5,495,461.5,1010,1719,192.75,1032.67,353,697.5
ENSG00000117148,2,3,2,1,0,16,6,16,1,4,5,1,7,41,23,26,18,4,25,3,9,4,15
ENSG00000117154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000179023,1,50,28,4,3,104,41,140,35,57,49,62,66,138,139,171,163,177,366,136,223,80,192
ENSG00000009709,8,56,42,3,2,72,128,88,11,33,24,78,9,145.17,83.5,89,60,225.5,366,37,74,20,52
ENSG00000179002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000255275,8,115,119,13,6,233,210,479,98,260,143,139,259,465,511.58,531.67,649.25,393.75,1155.75,374.75,733.75,264,936.25
ENSG00000159423,7,101,114,4,0,292,142,468,70,95,68,72,234,533,319,488.17,333.5,383,649.67,74,728.5,275,711.5
ENSG00000169991,8,150,156,13,8,332,244,621,137,346,211,185,345,532.5,605.08,620.67,800.25,465.75,1345.75,470.75,859.25,309,1081.75
ENSG00000127481,196,2034,2122,249,158,3081,2179,5643,812,4739,2558,2766,2756,7957.5,9864.17,7027.5,7234.67,5647,15569.67,8222,7000.5,2682.25,7593.5
ENSG00000127463,35,457,446,34,22,1551,858,2091,327,877,722,650,917,2401,1840.5,2247.5,1639,1684.5,4166,808,3032,1127,2801.5
ENSG00000053372,74,487,520,29,8,1824,561,1740,327,836,752,416,598,3210,2490,2542,2149,3234,5174,943.5,4008.83,1686,2904
ENSG00000211454,0,4,6,0,0,10,4,24,3,7,8,7,8,23.79,17.17,15.2,21.33,26.66,45,8.42,29.52,10.7,20.29
ENSG00000162482,0,6,7,0,0,9,6,22,2,14,7,8,10,15.96,22.5,14.08,18.67,25.94,43.78,9.25,30.68,10.57,21.12
ENSG00000053371,39,365,438,8,4,1123,495,1324,188,260,317,206,513,1620.08,911.5,1294.05,825,1668.23,2099.68,146.83,1986.15,756.4,1136.08
ENSG00000040487,7,69,79,8,3,179,50,218,37,115,77,68,98,324,345.5,243.5,298,425,844,142,447,160,257
ENSG00000077549,128,473,609,29,8,1126,865,1166,119,674,304,277,598,5072.67,3114.58,4193.5,2773,5876.5,7083,601,6727.67,2699.25,4590.17
ENSG00000173436,43,79,88,8,0,164,67,165,26,182,55,28,55,478.39,446.17,338,242.25,855.28,930.92,125,861.83,314.67,409.42
ENSG00000270136,60,377,388,14,0,563,272,585,87,320,197,172,278,955.31,811.67,664,528.75,1661.65,1835.92,211,1605.65,588.67,714.92
ENSG00000158747,24,300,299,7,0,407,204,427,64,134,134,148,224,474.97,361.5,320,277.5,803.73,887.67,78.5,744.65,273,294.17
ENSG00000158748,0,3,1,0,0,4,2,4,0,0,2,1,1,14,12,9,3,20.17,14,2,13,7,10
ENSG00000162542,10,42,52,5,2,145,63,138,18,40,45,27,59,155,118.5,183,125,229,413,44,222,78,167
ENSG00000178828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000169914,12,66,78,12,5,95,81,115,18,175,100,90,57,169,277,144,210,270,712.5,357,233,88,205
ENSG00000188784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188257,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,6,3,10,12,0,0,2
ENSG00000127472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
ENSG00000158786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162543,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,5,0,2,0,0,0
ENSG00000158816,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000162545,114,398,402,37,10,690,421,598,92,415,258,215,298,1809.67,2093,1897.5,1587.67,3754,5002.5,748,2895,1034,1289.5
ENSG00000090432,19,242,276,11,5,542,379,632,121,339,250,273,397,867,791,739.5,744,1096.5,2186.5,370,1241,470,948
ENSG00000183114,0,7,8,0,1,7,2,33,7,15,7,7,15,22,29,24,30,16,33,60,18,5,40
ENSG00000158825,35,92,85,4,0,40,64,156,11,33,9,20,56,271,204,220,142,376,468,40,426,190,203
ENSG00000158828,18,296,318,10,1,726,309,931,176,215,189,146,464,986.5,566.5,837.5,580,931.5,1169.5,164,1084,405,729
ENSG00000244038,218,1912,2001,49,16,5738,2526,5718,1048,1674,1554,1278,2754,6089,3319.5,5492.17,3290.5,7230,9178,885,9115,3688,6007.67
ENSG00000117245,3,36,40,3,3,51,59,55,12,50,21,56,64,48,43,45,50,93,198,86,130.5,30,80
ENSG00000189410,4,37,48,5,2,169,18,178,29,142,103,80,80,160,206,152,171,226,493,182.5,320.5,136,220.5
ENSG00000127483,319,1758,1774,147,60,3848,2072,4177,652,2224,1434,1192,1923,5464.5,4606.3,5412.72,3619,7894.67,10347.17,3188.25,8579.47,3504.67,7220.47
ENSG00000075151,128,861,912,85,35,1726,1337,2063,351,1109,748,900,1359,2600,2292.67,2653.75,1871.67,3006.75,5587.5,1452,3752,1504.5,3782.25
ENSG00000117298,86,1172,1140,38,18,1190,1576,2477,425,734,491,662,1632,3964.5,2760.5,3201,2047.5,4891,6808,737,6766.5,2443.5,4316
ENSG00000142794,23,148,170,8,7,300,171,359,50,155,104,105,208,385.13,341.28,361,239.57,687.45,867.79,248.18,722.97,238,456.33
ENSG00000162551,1,1,2,0,0,5,0,2,0,3,0,1,0,9,19,9,2,29,42.2,15,12,2,14
ENSG00000076864,33,562,431,11,7,668,610,931,148,398,179,306,311,1769,1079,2006,1049.25,6335.5,7606.5,576,5004,1779.5,2743
ENSG00000090686,44,318,370,33,8,505,667,664,86,471,240,273,502,1734.5,1303.5,1518,1015,1920.5,2900,624.5,2340.5,1009,1937.5
ENSG00000187942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142798,136,1898,1829,270,89,2163,1195,4728,751,3653,2516,2806,2133,8139,11921.33,7281.17,8189.25,6452,19245.33,5372.5,7615.5,2735,8005.67
ENSG00000219073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0
ENSG00000142789,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1.5,0,0,0,0
ENSG00000070831,285,833,896,60,24,3951,1308,3704,690,1199,1232,466,1330,4572.82,3033.27,4133.39,2590.82,4830.07,6285.4,1130.33,6137.56,2710.68,4310.77
ENSG00000162552,0,12,6,1,0,30,9,20,7,18,5,13,15,55,46,78,53,95,119,19,21,13,35
ENSG00000184677,44,335,356,28,9,632,272,902,164,652,431,393,450,835,1344.5,868,815.5,1110,2921,785,1325.5,478,1390
ENSG00000070886,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.5,1,1,4,0,0,2
ENSG00000173372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133216,116,1826,1850,29,6,1611,1878,3176,493,584,484,556,2496,4108.5,2447.33,2640,1587,3919.5,5197,344,6531,2425.5,3462.5
ENSG00000215906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227868,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,2,2,2,8,3,1,0,1
ENSG00000004487,90,969,1042,53,26,3401,1468,3664,650,1120,1020,698,1670,4239.5,2633.5,3330,2291,3012.5,5119,923,5153.5,2127,4726
ENSG00000169641,50,348,382,45,24,523,531,908,166,787,441,510,642,1323,1911.5,1417,1589,1141.67,3576,1209.5,1861,783,1936
ENSG00000179546,109,938,1050,38,11,235,887,580,69,345,135,499,654,1305,1485.5,1120,830,2617,4522.5,623,3928,1466,1647
ENSG00000125944,303,1554,1721,146,60,3993,3681,3260,583,1693,1179,1336,2281,8115.67,4904.83,6696,4886.67,7104,11287,2726.67,11420.17,5110.5,8452.08
ENSG00000125945,21,92,109,11,3,237,150,256,60,243,197,190,221,381,589,318,422,438,1312.5,424,557,232.33,601
ENSG00000204219,2,24,35,0,0,20,32,19,4,8,10,15,39,25,21,19,8,43,65,7,64,17,19
ENSG00000088280,3,67,67,1,2,133,53,151,19,73,62,57,96,201,180,206,144,214.5,306,54,200,70,212
ENSG00000007968,12,257,220,6,3,280,199,296,45,171,143,250,214,406,529.5,348,354,660.5,1207.5,131,632,213,375.5
ENSG00000117318,654,2732,3120,423,354,5215,1672,4973,1388,5368,4959,3898,3520,6890,10447.5,5944,9830,9544.5,17321,8626,8358,3911.5,8940
ENSG00000197880,0,0,1,1,1,3,0,0,0,1,0,1,1,0,3,5,1,5,6,1,3,0,3
ENSG00000142676,1670,6804,7210,418,114,12840,7119,11554,2298,6605,5410,3884,6626,8595.33,7430.5,7600.67,5587.5,14552.5,16380.08,3380.5,15028.08,7958.75,9729
ENSG00000011007,131,881,885,64,28,1532,1013,1487,246,1326,842,850,945,1931,2458.5,1636.5,1801.83,3037.5,5808,1525,3144.83,1179,2122
ENSG00000057757,39,418,415,15,5,815,518,929,147,453,348,290,529,960,1059,983,801,1610,2738,514,1636,650,1101
ENSG00000011009,58,434,427,12,5,822,262,901,138,388,313,270,502,1236.33,974.17,943.5,824.33,1634,2064.17,359,1873,637.17,1075.33
ENSG00000117308,22,299,312,14,6,1115,286,1234,233,488,414,206,616,1278.6,1036,1102,823.5,1126.9,1923.5,348,1551,618,1260
ENSG00000117305,5,78,71,9,2,340,119,305,62,96,76,65,187,414.5,197,309,237,371.5,518.5,170,424,184.5,530
ENSG00000179163,22,135,138,5,2,399,172,479,45,128,123,66,146,464.5,303,377,221,579,779,140,716,256.5,244
ENSG00000188822,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000189266,172,850,860,124,80,980,902,1080,182,1543,901,1006,966,1855.83,3297.08,1422,2253.5,2835.5,6218.83,3760.08,3061.17,1171.5,2198.67
ENSG00000188529,178,1106,1178,82,34,1969,1655,2173,331,1238,810,870,1492,2532.17,2345,2168.33,1963,3584.5,5638.83,1930.33,4101.75,1654.5,3528.33
ENSG00000142661,15,407,442,2,2,302,402,780,95,130,82,99,435,545,388,503,292,582,678.5,99,1157,402.5,565
ENSG00000142677,6,143,118,3,1,67,124,135,16,57,18,86,124,183,171,190,137,278,468,81,360,102,242
ENSG00000185436,5,18,25,1,1,35,16,32,3,40,28,41,19,79,110,73,49,168,371,51,104,36,58
ENSG00000158055,2,3,7,1,0,21,12,18,0,37,26,29,14,41,49,68,49,70,172,60,42,20,69
ENSG00000001460,30,92,70,3,4,135,122,128,20,99,58,70,98,284,309.5,207,211,370,719.5,133,411,149,335
ENSG00000001461,10,94,96,0,1,126,76,209,22,98,42,44,69,239.17,204,254.5,136,480,529.5,54,472,157,243
ENSG00000117602,44,182,196,2,3,252,173,283,39,153,80,91,148,410,389,368,323,772,919,88,899.5,324,365
ENSG00000184454,1,4,2,0,0,6,7,1,2,3,0,2,6,15,11,23,20,75,96.5,9,24,8,12
ENSG00000133226,264,1236,1220,220,232,616,1235,815,230,1202,451,1334,1412,3930,4009.5,3711.33,3342.33,5051.67,9250,5845.33,6784.5,2591.5,10958.17
ENSG00000169504,86,452,476,26,12,1354,662,1415,202,384,308,252,638,1619,1009.33,1612.92,945,2547.33,2852.67,563.17,2382.75,1008.67,1948.5
ENSG00000020633,12,155,138,14,7,115,101,163,33,147,52,119,127,300,361,276,254,623.5,1023,217,1055.5,271,772
ENSG00000117614,89,443,499,22,13,752,820,722,113,453,271,348,713,809,787,694.33,619,1185,2019,765,1560,632.5,1360
ENSG00000117616,55,417,412,61,52,550,201,614,90,1558,831,414,630,437,1261.5,414,947,613,1383.5,3424.5,572,174,796.5
ENSG00000187010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
ENSG00000183726,138,544,578,28,4,739,776,992,142,452,194,268,574,1568,1168,1182,841,2519,2966,454,2566,1063,1538
ENSG00000188672,0,1,2,0,0,6,2,2,2,2,1,1,0,3,1,0,2,6,4,0,2.5,0,2
ENSG00000204178,39,198,201,21,7,453,306,475,86,201,157,172,350,772.5,633.5,602,409.5,647.5,1114.5,162,1029,398,833
ENSG00000157978,16,186,249,6,2,274,203,358,45,136,102,145,243,466,422,366,284.5,608,998,85,708.5,272,410.5
ENSG00000117643,0,5,8,0,1,10,4,8,1,5,0,6,11,28,22.5,22,19,39,40,14,41,10,29
ENSG00000162430,139,1065,1139,32,14,1196,634,1286,255,683,411,510,834,3989.32,3013.29,3397.15,2244.04,7271.65,7666.07,749.5,7469.36,2681.25,3280.07
ENSG00000255054,20,116,137,4,1,160,92,177,39,102,61,60,105,398.16,334.23,373.87,230.48,756.62,868.21,89.5,758.28,267.25,353.13
ENSG00000117640,44,382,349,12,2,609,295,699,106,310,207,190,378,873.91,757.98,799.87,642.48,1440.29,2055.38,248.5,1602.53,610,870.3
ENSG00000127423,56,225,249,22,11,413,257,432,80,296,284,217,256,755,936.5,530,543.5,988,2059.5,283,1079.5,436,923
ENSG00000182749,12,61,50,4,2,69,60,97,16,54,40,39,66,232,179,199,177,290,627,76,280,80,272
ENSG00000117632,267,1146,1224,59,25,2562,1542,2978,370,1044,730,666,1031,5393,3735.5,3889.83,2495,5567.63,6611.43,918.83,6380,3078.83,3684.67
ENSG00000158006,7,154,153,6,3,320,188,305,61,150,118,143,167,413,407,338,311,538.75,979.5,106,590,220,398
ENSG00000158008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,3
ENSG00000158014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4
ENSG00000158022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
ENSG00000175087,10,76,74,13,3,183,86,170,28,236,155,140,68,217,474,211,297,442,1369,283,403,125,183.5
ENSG00000197245,0,2,1,0,0,2,1,0,0,1,0,2,0,1,2,1,5,3,8,0,3,2,3
ENSG00000142684,76,485,500,44,19,538,424,700,67,526,317,478,511,1555,1771,1178,1393,2024,4087,771,2164,832,1464
ENSG00000142675,0,15,8,7,2,7,3,8,0,40,14,30,9,15,61,7,49,28.5,124,151,18,4,26
ENSG00000188782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000130695,39,380,346,29,14,740,341,865,122,605,414,342,459,859.5,1216,731.5,777.5,961,2333,478,1178.5,444.5,1156.5
ENSG00000142669,383,1157,1312,113,31,629,876,688,94,441,249,683,893,2152.5,2135.5,1741,1300,3676.5,4919,676,3951,1807,2057.5
ENSG00000158062,24,257,244,12,8,140,114,228,30,208,77,147,301,482,579.25,349,353,577,985,295.5,659,217,470.5
ENSG00000169442,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,3,0,1,1,0,0,1
ENSG00000176092,3,24,19,6,3,14,8,21,6,56,36,36,34,78,135,80,158,82,159,110,45,22,65
ENSG00000176083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000131914,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,1
ENSG00000117682,12,90,118,3,4,296,124,361,63,181,151,89,181,465,402.5,405,305,596.5,1066,293,678.75,252.33,669.5
ENSG00000198830,165,364,381,35,14,940,312,1219,124,709,356,173,323,1989.09,1701.03,1428.94,1249.24,2971.33,3303.53,956.19,3114.26,1360.9,1720.27
ENSG00000117676,23,414,381,18,9,714,476,874,142,309,240,298,524,1028.33,798.5,752,582,1191.5,1703,195,1543.07,565,976.5
ENSG00000117713,224,1372,1533,376,322,1269,1390,1918,337,2795,1534,3617,1373,4929.5,7741,5392.5,6728,5969.5,17635.5,6066.5,8320.5,3159,6409
ENSG00000060642,17,91,112,6,2,343,117,386,72,182,145,92,136,351,301.5,320,207,537,753,133,535,180,356
ENSG00000204160,106,897,982,37,21,921,575,1042,141,618,404,529,722,1545.5,1889.67,1274,1173.5,2969,5098.17,492,3057.83,1094,1212
ENSG00000175793,98,843,951,78,38,2273,1278,2684,382,1214,1289,1125,1307,5282,5615.5,4055,4954,4956,11736.5,2114,6098,2824,3881
ENSG00000142751,25,203,229,15,11,400,274,450,84,294,217,216,303,523,657.5,456,540,646.5,1396.5,559,783,271,765
ENSG00000198746,15,152,120,8,12,139,164,202,35,204,83,169,196,477,578,360,475,577.5,1280.5,448,690.5,268.5,745
ENSG00000090273,146,956,956,64,16,936,1606,1396,264,939,338,639,1160,4790,3026.67,3657.33,2414.67,5339.5,7535,1035,6767.67,3245.29,5083.67
ENSG00000131910,0,0,0,0,0,0,0,2,1,1,0,1,1,4,2,6,0,0,2,3,0,0,0
ENSG00000175707,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,2,1,1,1,2,0,0,1
ENSG00000253368,130,610,594,36,41,1895,150,1523,360,934,795,549,723,1096,905,723,1012,2146,2393,862,2564,709,1376
ENSG00000158246,0,6,3,1,3,25,7,20,14,39,25,14,25,14,48,14,69,27,88,115,21,7,89
ENSG00000280403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090020,10,66,82,26,33,87,58,175,40,278,120,169,82,969.5,988,952,896,1109.5,2402.5,1258,1325,471,1084
ENSG00000142784,18,200,218,9,0,338,157,428,69,170,104,96,160,721.5,550,655.5,340,1201.5,1280,91,1193.5,435,591
ENSG00000186501,39,386,410,8,9,560,308,596,116,362,261,179,414,869.5,824.5,755.5,593.5,1442,2032.67,406.5,1396.17,531.17,1021.5
ENSG00000142765,3,4,8,0,2,26,6,21,1,17,7,7,4,35,46,29,13,77,87.5,25,41,8,13
ENSG00000142733,11,131,142,10,1,207,107,274,39,191,108,121,232,395,415.5,354,306,386.5,645,172,428,177,443.5
ENSG00000142748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000174950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000181773,3,31,37,1,4,12,21,15,2,55,15,51,37,73,111,47,96,71,192,150,94,37,87
ENSG00000158195,96,683,662,44,25,294,666,406,72,288,133,476,671,2438.83,2462.83,2158.42,1731.37,3551,5836.83,906.67,4470.5,1695,3077
ENSG00000126705,20,172,165,28,16,155,115,275,31,288,151,321,149,1088,1742,947,1313,1648,4406,909,1976,695,1574
ENSG00000000938,0,0,0,0,0,0,0,0,1,21,0,0,0,1,0,0,5,0,1,103,0,0,0
ENSG00000126709,2,30,23,0,30,90,9,86,139,902,31,11,552,113,70,97.5,1346,146,207,4181.66,215,70,2903
ENSG00000009780,12,107,108,13,4,168,150,224,43,169,95,86,183,294.5,404.5,228.5,218,440.5,787.33,232,514.5,178,435.5
ENSG00000117758,15,161,178,4,6,340,232,356,64,204,144,103,302,402,364.5,401,359,679,950.5,256,703,249,727.5
ENSG00000117751,60,476,510,30,12,1066,607,1160,208,699,538,462,606,1242,1423.5,1101.5,1053.5,1735.5,3426.5,974,1959.5,824,1682
ENSG00000278868,17,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000130775,0,8,10,0,1,9,10,12,7,34,2,7,93,18,11,8,37,16.25,28,94,22,10,144
ENSG00000117748,46,424,489,18,3,1306,681,1318,211,383,391,310,634,1631.83,1058,1221.5,834.5,1715.5,2498.5,239.5,2047.5,892.5,1747
ENSG00000130768,1,4,7,0,0,28,6,13,1,10,10,5,10,86,54,86,58,62,123,13,53,14,28
ENSG00000158156,2,43,46,0,0,98,15,120,15,55,46,14,67,119.5,185,141,136.5,276,413.5,39,283.5,85,89
ENSG00000158161,38,186,178,19,14,362,227,372,73,215,170,157,278,538.67,557.5,500.5,411,686,1197.5,429,863.5,358,1051
ENSG00000169403,0,4,2,1,0,6,1,9,0,6,6,8,3,11,14,19,9,61,74.5,15,57,23,17
ENSG00000126698,146,926,977,52,25,1603,1662,1691,188,594,460,561,1091,2931,1914.33,2306.67,1552.5,3532.83,4439.17,1220.83,4320.17,1853.17,3498
ENSG00000130770,314,997,1119,68,24,1412,970,1332,163,738,562,618,963,1191,1056,987,723,2186,2911,501,2336.17,983,1317.5
ENSG00000130766,8,93,78,3,19,153,69,206,78,186,94,108,306,289,326,255.5,382,365,649,577.5,472,184,957
ENSG00000130772,7,86,71,9,1,290,118,293,66,229,141,101,165,396,495,360.67,456.67,535.5,1242,507.67,621,230,699.67
ENSG00000204138,135,998,968,62,87,495,1167,770,121,727,257,585,1076,2219.5,2211.5,2161.33,1951,3696,5778.83,3093,4490.5,1759,5033
ENSG00000180198,69,777,925,36,11,1449,852,1883,271,976,529,639,944,3100.33,2298.25,2298,2002.75,3035.8,4825.67,1172,4318.17,1680.5,2799
ENSG00000180098,29,127,168,15,7,530,147,469,87,222,194,89,192,558,420.5,380,250,664,842.5,209,689,265,599
ENSG00000188060,0,11,11,0,0,7,6,11,0,8,5,5,8,14,14.5,7,7.5,25.5,46.5,7.5,38.5,11.5,16
ENSG00000120656,82,608,628,28,9,615,798,700,95,259,217,364,704,1256,1024,860.5,648.5,1493,2226.5,341,1604.5,626,1136.5
ENSG00000162419,19,160,188,15,12,273,230,312,58,337,193,274,280,757,967,644,761.5,936,2245,633,1208.5,450,1439.5
ENSG00000198492,110,581,586,97,55,1174,762,1710,252,1479,875,880,1042,2720.5,3223.5,2557.5,2754,2782.5,7017.5,2857.75,3725.17,1465.5,4818.5
ENSG00000116329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2
ENSG00000159023,34,217,279,8,1,472,352,408,52,166,130,133,271,538,370,504,280,836.67,1037,154,1028,366,818
ENSG00000253304,0,0,1,0,1,2,1,4,0,7,2,2,2,2,9,6,5,3,9,10,5,1,1
ENSG00000116350,48,368,434,48,32,631,787,741,161,632,255,410,732,1677,1521,1351.5,1289.5,1732.5,3448.5,1571,2546.5,984.5,3419.17
ENSG00000116353,27,222,180,16,7,454,134,558,76,243,180,104,240,686.5,605,529,378,966,1217,220,1076.5,428.5,823
ENSG00000060656,43,567,514,10,7,761,616,1160,195,412,259,310,604,1167,811,1315,884,2705.5,3499,321.5,2966.5,1071,1848.5
ENSG00000162510,0,2,0,2,4,1,0,0,0,2,0,0,2,1,4,2,4,0,10,26,5,0,21
ENSG00000162511,0,1,0,0,0,1,0,1,0,1,0,1,0,4,1,0,5,5,4,7,7,1,4
ENSG00000162512,8,102,84,0,0,188,90,227,31,92,79,61,118,420.5,372,411,324,632,855,95,631,237,275
ENSG00000134644,136,1100,1154,134,104,1390,1426,1981,326,1710,930,1449,1600,2678.5,3320.67,2518,2688.5,2817.25,6988.75,2895.33,3864,1492,3904.25
ENSG00000084628,1,14,9,1,0,24,5,22,4,10,9,5,4,31,46,31,21,59,82,3,58,22,20
